,OBJECTID,BYGNING_ID,FYLKES_NR,FYLKES_NAV,KOMMUNE_NR,KOMMUNE_NA,BYGNINGS_N,BYGNING_LN,BYGNINGSTY,BYGNINGS_1,BYGNINGSST,BYGNINGS_2,GODKJENT_D,IGANGSATT_,TATT_I_BRU,TATT_I_B_1,NAERINGSGR,NAERINGS_1,PAABYGG_TI,PAABYGG__1,REGISTRERT,REGISTRE_1,VANNFORSYN,VANNFORS_1,BRUKSAREAL,BRUKSARE_1,BRUKSARE_2,ANTALL_ETA,ANTALL_BOL,LKOORDINAT,LKOORDIN_1,LKOORDIN_2,LKOORDIN_3,LKOORDIN_4,LX_KOORDIN,LY_KOORDIN,LZ_KOORDIN,UKOORDINAT,UKOORDIN_1,UKOORDIN_2,UKOORDIN_3,UKOORDIN_4,UX_KOORDIN,UY_KOORDIN,UZ_KOORDIN,EIENDOM_AN,HAR_HEIS,BEBYGD_ARE,Romoppvarming,Ventilasjonsprinsipp,Varmt_tappevann_fra,Siste_rehab,Byggetype,Byggtype_profet,Energistandard_profet,Energibronn,Varme_fra_energisentral,Strøm,Energiomraadeid,SHAPE,oppgraderes,grunnvarme,solceller,luft_luft_varmepumpe,fjernvarme,grunnvarme_meter,grunnvarme_kostnad,_nettutveksling_energi,_nettutveksling_vintereffekt,_nettutveksling_sommereffekt,_termisk_energibehov_sum,_levert_fra_kilde_sum,_fjernvarmeproduksjon_sum,_elspesifikt_energibehov_sum,_kompressor_sum,_spisslast_sum,_solcelleproduksjon_sum,_termisk_energibehov_vintereffekt,_levert_fra_kilde_vintereffekt,_fjernvarmeproduksjon_vintereffekt,_elspesifikt_energibehov_vintereffekt,_kompressor_vintereffekt,_spisslast_vintereffekt,_solcelleproduksjon_vintereffekt,_termisk_energibehov_sommereffekt,_levert_fra_kilde_sommereffekt,_fjernvarmeproduksjon_sommereffekt,_elspesifikt_energibehov_sommereffekt,_kompressor_sommereffekt,_spisslast_sommereffekt,_solcelleproduksjon_sommereffekt,scenario_navn
24,113,5615545,3,OSLO,301,OSLO,300576566,0,152,Studenthjem/studentboliger,MB,Midlertidig brukstillatelse,20160816,20161027,20180219,20180308,Y,Annet som ikke er næring, , ,20161128,20160901,0,Ikke utfylt,5106.0,4334.0,772.0,11,128,L,22,EUREF89 UTM Sone 32, , ,6648654.3,596798.7,0.0,U,23,EUREF89 UTM Sone 33, , ,6655066.35,261884.92,0.0,1,N,0.0,Radiator,Balansert,Varmesentral 1 (OMT72),2018,Boligblokk,B,Y,,491835,4744,A,"{'x': 596798.7000000002, 'y': 6648654.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,3808.0,2284800.0,0.4506,0.14,0.031,0.5506253993,0.3046600951,0.0,0.2046343199,0.1218640381,0.1241012661,0.0,0.1645823853,0.045176869,0,0.0208516275,0.0180707476,0.1013347687,0,0.0244965614,0.0174975439,0,0.0238377863,0.0069990176,0.0,0,Bergvarme100
25,114,5734422,3,OSLO,301,OSLO,300678632,0,152,Studenthjem/studentboliger,FA,Ferdigattest,20180411,20180918,20191031,20191204,X,Bolig, , ,20180921,20180418,0,Ikke utfylt,1307.0,1307.0,0.0,4,18,L,22,EUREF89 UTM Sone 32, , ,6648602.5,596509.1,0.0,U,23,EUREF89 UTM Sone 33, , ,6655040.97,261591.65,0.0,1,J,0.0,Elektrisk gulvvarme på bad. Ventilasjonsvarme,Balansert,Varmesentral 2 (OMT38),2019,Boligblokk,B,Y,,312639,217788,A,"{'x': 596509.0999999996, 'y': 6648602.5, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,975.0,585000.0,0.1153,0.036,0.008,0.1409454361,0.0779848696,0.0,0.0523809354,0.0311939479,0.0317666187,0.0,0.0421287069,0.0115640752,0,0.0053374612,0.0046256301,0.0259390017,0,0.0062704673,0.0044789052,0,0.0061018384,0.0017915621,0.0,0,Bergvarme100
26,115,5734455,3,OSLO,301,OSLO,300678663,0,152,Studenthjem/studentboliger,FA,Ferdigattest,20180411,20180918,20191031,20191204,Y,Annet som ikke er næring, , ,20180921,20180418,0,Ikke utfylt,2983.0,2983.0,0.0,5,40,L,22,EUREF89 UTM Sone 32, , ,6648626.0,596529.3,0.0,U,23,EUREF89 UTM Sone 33, , ,6655062.56,261613.9,0.0,1,J,0.0,Elektrisk gulvvarme på bad. Ventilasjonsvarme,Balansert,Varmesentral 2 (OMT38),2019,Boligblokk,B,Y,,312639,217788,A,"{'x': 596529.2999999998, 'y': 6648626, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,2225.0,1335000.0,0.2632,0.082,0.018,0.3216834246,0.1779868907,0.0,0.1195503674,0.0711947563,0.0725017777,0.0,0.0961514405,0.0263929887,0,0.0121818262,0.0105571955,0.0592012564,0,0.01431125,0.0102223215,0,0.013926384,0.0040889286,0.0,0,Bergvarme100
27,116,5734456,3,OSLO,301,OSLO,300678665,0,152,Studenthjem/studentboliger,FA,Ferdigattest,20180411,20180918,20191031,20191204,Y,Annet som ikke er næring, , ,20180921,20180418,0,Ikke utfylt,1816.0,1816.0,0.0,5,24,L,22,EUREF89 UTM Sone 32, , ,6648590.7,596551.9,0.0,U,23,EUREF89 UTM Sone 33, , ,6655025.34,261633.23,0.0,1,J,0.0,Elektrisk gulvvarme på bad. Ventilasjonsvarme,Balansert,Varmesentral 2 (OMT38),2019,Boligblokk,B,Y,,312639,217788,A,"{'x': 596551.9000000004, 'y': 6648590.699999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,1354.0,812400.0,0.1603,0.05,0.011,0.1958354338,0.1083554118,0.0,0.0727802438,0.0433421647,0.0441378573,0.0,0.0585353724,0.0160676056,0,0.00741609,0.0064270422,0.0360407246,0,0.0087124472,0.0062231766,0,0.0084781473,0.0024892706,0.0,0,Bergvarme100
28,122,6029002,3,OSLO,301,OSLO,300998411,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20230918,10101,10101,Y,Annet som ikke er næring, , ,20230919,20220118,0,Ikke utfylt,4075.0,4030.0,45.0,7,124,L,22,EUREF89 UTM Sone 32, , ,6648816.4,596631.7,0.0,U,23,EUREF89 UTM Sone 33, , ,6655243.01,261733.2,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596631.7000000002, 'y': 6648816.4, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,3039.0,1823400.0,0.3596,0.112,0.025,0.4394434983,0.2431433388,0.0,0.1633146991,0.0972573355,0.099042824,0.0,0.1313500235,0.0360547867,0,0.0166412812,0.0144219147,0.080873322,0,0.0195502326,0.0139644519,0,0.0190244769,0.0055857808,0.0,0,Bergvarme100
29,123,6029032,3,OSLO,301,OSLO,300998492,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20230322,10101,10101,Y,Annet som ikke er næring, , ,20230324,20220118,0,Ikke utfylt,2725.0,2680.0,45.0,6,82,L,22,EUREF89 UTM Sone 32, , ,6648837.2,596584.2,0.0,U,23,EUREF89 UTM Sone 33, , ,6655268.04,261687.75,0.0,1,N,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596584.2000000002, 'y': 6648837.199999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,2032.0,1219200.0,0.2405,0.075,0.016,0.2938609897,0.1625927848,0.0,0.1092104429,0.0650371139,0.0662310909,0.0,0.0878352918,0.0241102562,0,0.0111282187,0.0096441025,0.0540809332,0,0.0130734684,0.0093381917,0,0.0127218895,0.0037352767,0.0,0,Bergvarme100
30,124,6029336,3,OSLO,301,OSLO,300999322,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20220922,10101,10101,Y,Annet som ikke er næring, , ,20221011,20220119,0,Ikke utfylt,5150.0,4950.0,200.0,6,55,L,22,EUREF89 UTM Sone 32, , ,6648777.2,596514.8,0.0,U,23,EUREF89 UTM Sone 33, , ,6655214.54,261613.16,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596514.7999999998, 'y': 6648777.199999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,3841.0,2304600.0,0.4545,0.141,0.031,0.5553703107,0.3072854465,0.0,0.2063977178,0.1229141786,0.1251706856,0.0,0.1660006432,0.0455661722,0,0.0210313125,0.0182264689,0.1022080021,0,0.024707656,0.0176483257,0,0.024043204,0.0070593303,0.0,0,Bergvarme100
31,125,6029352,3,OSLO,301,OSLO,300999364,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20230313,10101,10101,Y,Annet som ikke er næring, , ,20230324,20220119,0,Ikke utfylt,4805.0,4805.0,0.0,7,156,L,22,EUREF89 UTM Sone 32, , ,6648842.3,596532.5,0.0,U,23,EUREF89 UTM Sone 33, , ,6655277.81,261636.69,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596532.5, 'y': 6648842.300000001, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,3584.0,2150400.0,0.424,0.132,0.029,0.5181658919,0.286700305,0.0,0.1925710746,0.114680122,0.1167854649,0.0,0.1548802118,0.0425136811,0,0.0196224188,0.0170054724,0.0953610583,0,0.0230524829,0.0164660592,0,0.0224325428,0.0065864237,0.0,0,Bergvarme100
32,127,6029364,3,OSLO,301,OSLO,300999425,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20230106,10101,10101,Y,Annet som ikke er næring, , ,20230324,20220119,0,Ikke utfylt,1258.0,1150.0,108.0,4,27,L,22,EUREF89 UTM Sone 32, , ,6648820.1,596498.9,0.0,U,23,EUREF89 UTM Sone 33, , ,6655258.73,261601.2,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596498.9000000004, 'y': 6648820.1, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,938.0,562800.0,0.111,0.035,0.008,0.1356613303,0.0750611829,0.0,0.0504171513,0.0300244731,0.0305756743,0.0,0.0405492833,0.0111305329,0,0.0051373575,0.0044522132,0.0249665372,0,0.0060353847,0.0043109891,0,0.0058730778,0.0017243956,0.0,0,Bergvarme100
33,128,6029368,3,OSLO,301,OSLO,300999446,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20220923,10101,10101,Y,Annet som ikke er næring, , ,20220928,20220119,0,Ikke utfylt,2315.0,1735.0,580.0,4,21,L,22,EUREF89 UTM Sone 32, , ,6648746.6,596487.3,0.0,U,23,EUREF89 UTM Sone 33, , ,6655186.54,261582.98,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596487.2999999998, 'y': 6648746.6, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,1727.0,1036200.0,0.2043,0.064,0.014,0.2496470426,0.1381292832,0.0,0.09277878,0.0552517133,0.0562660461,0.0,0.0746197066,0.020482658,0,0.0094538812,0.0081930632,0.0459439854,0,0.0111064512,0.0079331794,0,0.0108077703,0.0031732718,0.0,0,Bergvarme100
34,129,6029373,3,OSLO,301,OSLO,300999456,0,152,Studenthjem/studentboliger,IG,Igangsettingstillatelse,20220117,20220923,10101,10101,Y,Annet som ikke er næring, , ,20220928,20220119,0,Ikke utfylt,2130.0,1703.0,427.0,5,20,L,22,EUREF89 UTM Sone 32, , ,6648726.7,596514.9,0.0,U,23,EUREF89 UTM Sone 33, , ,6655164.21,261608.68,0.0,1,J,0.0,Gulvvarme/Radiator,Balansert,Varmesentral 3 (OMT 28),2024,Boligblokk,B,Y,,,,A,"{'x': 596514.9000000004, 'y': 6648726.699999999, 'spatialReference': {'wkid': 25832, 'latestWkid': 25832}}",False,True,False,False,False,1589.0,953400.0,0.188,0.059,0.013,0.229696847,0.127090874,0.0,0.085364493,0.0508363496,0.0517696234,0.0,0.0686565767,0.0188458149,0,0.0086983875,0.007538326,0.0422724358,0,0.0102188946,0.0072992104,0,0.0099440824,0.0029196842,0.0,0,Bergvarme100
